"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"443","일반유원시설업","03_07_09_P","4190000","CDFI5271002014000001","20140205","","03","폐업","03","폐업","20160530","","","","033-748-0089","","220903","강원도 원주시 중앙동 59-14번지","강원도 원주시 원일로 120 (중앙동)","26428","디팡","20160531135351","I","2018-08-31 23:59:59.0","","283967.319374904","428006.776464856","허가유원시설업","","상업지역","9","학교정화(상대)","","","근린생활시설","8","1","","","","","","","","","","","","337.12","타가다디스코","","Y","","Y","Y","","","","","","","337",
"444","일반유원시설업","03_07_09_P","4200000","CDFI5271002005000001","20050811","","03","폐업","03","폐업","20050820","","","","","","210822","강원도 강릉시 강동면 정동진리 569번지","","","해돋이랜드","20051020102422","I","2018-08-31 23:59:59.0","","379586.45837948","467081.350398839","허가유원시설업","유원시설업","관리지역","","기타","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"445","일반유원시설업","03_07_09_P","4200000","CDFI5271002009000001","20090712","","03","폐업","03","폐업","20090908","","","","","","210380","강원도 강릉시 안현동","","","만투 아쿠아에어랜드","20090909091602","I","2018-08-31 23:59:59.0","","","","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"446","일반유원시설업","03_07_09_P","4200000","CDFI5271002014000001","20140204","","03","폐업","03","폐업","20160217","","","","","","210060","강원도 강릉시 금학동 36-2번지","강원도 강릉시 신대학길 32, 지하1층 (금학동)","25540","팡팡디스코","20160217161401","I","2018-08-31 23:59:59.0","","367068.976374564","474050.386488471","허가유원시설업","","상업지역","5","기타","","","","4","1","","","","","","","","","","","","","타가다 1대","","Y","","","","","","","","","","",
"447","일반유원시설업","03_07_09_P","4280000","CDFI5271002005000001","20051223","","03","폐업","03","폐업","20130520","","","","","","232952","강원도 평창군 대관령면 용산리 97-2 외2필","","","환타지랜드","20130520092720","I","2018-08-31 23:59:59.0","","","","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"448","일반유원시설업","03_07_09_P","4280000","CDFI5271002016000001","20160706","","03","폐업","03","폐업","20181127","","","","339-0698","","","강원도 평창군 대관령면 용산리 215-6번지","강원도 평창군 대관령면 솔봉로 325","25351","(주)드림랜드700","20181127105552","U","2018-11-29 02:40:00.0","","347579.676511078","462843.52506101","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","킹바이킹, 시뮬레이션, 회전목마, 범퍼카","4","Y","Y","Y","Y","","","","","","","",
"449","일반유원시설업","03_07_09_P","4280000","CDFI5271002016000002","20161209","","03","폐업","03","폐업","20201026","","","","","","","강원도 평창군 대관령면 용산리 130","강원도 평창군 대관령면 올림픽로 715 (용평리조트)","25352","재미있는 놀이동산","20201109154050","U","2020-11-11 02:40:00.0","","348259.144297645","461699.273918609","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","트랙자동차(미니자동차), 어린이관람차(회전관람차), 회전목마(회전목마)","","","","","","","","","","","","",
"450","일반유원시설업","03_07_09_P","4250000","CDFI5271002005000001","20050803","","03","폐업","03","폐업","20141223","","","","","","250856","강원도 홍천군 서면 팔봉리 산 125-24번지","강원도 홍천군 서면 한치골길 262","250751","(주)대명레저산업 오션월드","20141223115328","I","2018-08-31 23:59:59.0","","260795.99049700000","461473.13922200000","허가유원시설업","유원시설업","","1","","","","콘도미니엄","1","","","","","","","","","","","","","38259","유수풀1,어린이풀1,하이스피드슬라이더1,미니슬라이더1,익스트림리버1,패밀리래프트1,실내유수풀1,워터플렉스1","","Y","Y","Y","Y","","","","","","","38259",
"451","일반유원시설업","03_07_09_P","4250000","CDFI5271002017000001","20170119","","03","폐업","03","폐업","20170131","","","","","","","강원도 홍천군 홍천읍 신장대리 28-2번지","강원도 홍천군 홍천읍 너브내길 59-1","25139","청운개발","20170203180128","I","2018-08-31 23:59:59.0","","278279.21528514","465609.214534901","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","바이킹 1대, 미니기차 1대, 코인라이더 5대","1","Y","","Y","Y","","","","","","","",
"452","일반유원시설업","03_07_09_P","4220000","CDFI5271002017000002","20170801","","03","폐업","03","폐업","20170807","","","","","","","강원도 태백시 황지동 49번지","강원도 태백시 고원로 203 (황지동, 문화예술회관)","26009","브롬리슬라이드","20170911164338","I","2018-08-31 23:59:59.0","","376789.640723884","409457.160055787","허가유원시설업","","자연녹지지역","","","","","","","","","","","","","","","","","","","","워터슬라이드 1종 1개","","Y","","Y","Y","","","","","","","",
"453","일반유원시설업","03_07_09_P","3720000","CDFI5271002008000001","20081231","","03","폐업","03","폐업","","","","","052-288-1701","","683390","울산광역시 북구 명촌동 106B 9L","","","꿈에랜드","20180223155301","I","2018-08-31 23:59:59.0","","","","허가유원시설업","유원시설업","일반상업지역","1","아파트지역","","","유기장","1","","","","","","","","","","","","","280.8","타가다,바이킹,하이스트라이크외 7종","","Y","","Y","Y","","","","","","","281",
"454","일반유원시설업","03_07_09_P","3730000","CDFI5271002015000001","20150730","","03","폐업","03","폐업","20170830","","","","","","689811","울산광역시 울주군 삼남읍 가천리 산 4","울산광역시 울주군 삼남읍 자수정로 112","44953","자수정동굴워터플레이수영장","20211010132941","U","2021-10-12 02:40:00.0","","390145.077140019","228893.122067641","허가유원시설업","","자연녹지지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사대상 1대(워터플렉스), 안전성검사 비대상 3대","0","","","","","","","0","","","","0",
"455","일반유원시설업","03_07_09_P","3730000","CDFI5271002017000001","20170503","","03","폐업","03","폐업","20170507","","","","","","","울산광역시 울주군 온양읍 고산리 501-18번지","울산광역시 울주군 온양읍 외고산3길 36 (옹기문화관)","44970","대성레저","20171017221711","I","2018-08-31 23:59:59.0","","406930.203411193","217439.755383937","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성 비대상 4종(미니기차1,페달보트1, 미니에어바운스2)","","","","","","","","","","","","",
"456","일반유원시설업","03_07_09_P","3730000","CDFI5271002017000002","20170707","","03","폐업","03","폐업","20170830","","","","","","","울산광역시 울주군 상북면 등억알프스리 산 177-10번지","울산광역시 울주군 상북면 자수정로 212 (자수정동굴나라)","44952","언양 자수정 워터파크","20171017221452","I","2018-08-31 23:59:59.0","","389486.222301226","229048.660482025","허가유원시설업","","자연녹지지역","","기타","","","","","","","","","","","","","","","","","","안전성 대상 1, 비대상 2","","","","","","","","","","","","",
"457","일반유원시설업","03_07_09_P","3730000","CDFI5271002018000001","20180723","","03","폐업","03","폐업","20180819","","","","052-238-3895","","","울산광역시 울주군 온양읍 대안리 575번지 럭키아파트 창가동 205호","울산광역시 울주군 온양읍 온양로 86-1, 럭키아파트 상가동 2층 5호","44979","웰빙환경","20180917140356","U","2018-09-17 23:59:59.0","","407150.725009248","214642.671512679","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성 검사대상 2종","","","","","","","","","","","","",
"458","일반유원시설업","03_07_09_P","3690000","CDFI5271002011000001","20111118","","03","폐업","03","폐업","20120424","","","","052-211-5578","","681812","울산광역시 중구 성남동 256-24번지","울산광역시 중구 젊음의2거리 33 (성남동)","681812","강변팡팡랜드","20120425130940","I","2018-08-31 23:59:59.0","","410346.764882793","230634.46944722","허가유원시설업","","일반상업지역","6","","","","유기장","6","0","","","","","","","","","","","","291.65","디스코팡팡(타가다디스코)","","Y","Y","","Y","","","","","","","292",
"459","일반유원시설업","03_07_09_P","3740000","CDFI5271002002000001","20020611","","03","폐업","03","폐업","20180101","","","","031-290-3623","","442030","경기도 수원시 팔달구 남창동 14 수원시청","경기도 수원시 팔달구 행궁로 11 (남창동)","16261","화성열차(무궤도열차)","20171228164350","I","2020-08-05 00:23:26.0","","201277.273821724","419882.30361841","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","4","Y","Y","Y","Y","","","","","","","",
"460","일반유원시설업","03_07_09_P","3740000","CDFI5271002017000001","20170807","","03","폐업","03","폐업","20170830","","","","","","","경기도 수원시 장안구 조원동 775","경기도 수원시 장안구 경수대로 893 (조원동, 수원종합운동장(야구장))","16308","kt워터슬라이드","20170920171214","I","2020-08-05 00:23:26.0","","200883.077128293","421767.29750738","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","5G 워터슬라이드 1개","","","","Y","Y","","","","","","","",
"461","일반유원시설업","03_07_09_P","3740000","CDFI5271002017000002","20170808","","03","폐업","03","폐업","20170830","","","","","","","경기도 수원시 장안구 조원동 775","경기도 수원시 장안구 경수대로 893 (조원동, 수원종합운동장(야구장))","16308","KT워터슬라이드","20170920171139","I","2020-08-05 00:23:26.0","","200883.077128293","421767.29750738","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","5G 워터슬라이드","","Y","Y","Y","Y","","","","","","","",
"462","일반유원시설업","03_07_09_P","3740000","CDFI5271002017000003","20170927","","03","폐업","03","폐업","20201109","","","","","","","경기도 수원시 영통구 이의동 1338","경기도 수원시 영통구 도청로 10 (이의동, 광교센트럴푸르지오시티)","16508","아이플레이코리아 광교점","20201109135347","U","2020-11-11 02:40:00.0","","204888.855564384","420476.391484609","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","무궤도 열차 1대","","Y","","","Y","","","","","","","",
"463","일반유원시설업","03_07_09_P","3740000","CDFI5271002018000001","20180103","","03","폐업","03","폐업","20180218","","","","","","","경기도 수원시 팔달구 우만동 228 수원월드컵경기장","경기도 수원시 팔달구 월드컵로 310, 수원월드컵경기장 (우만동)","16230","카니발랜드(수원월드컵경기장 눈썰매장 내)","20180221165207","I","2020-08-05 00:23:26.0","","203263.30229209","420600.574368075","허가유원시설업","","녹지지역","","","","","","","","","","","","","","","","","","","","미니바이킹 1대(안전성 검사 대상), 미니기차 1대(안전성검사 비대상)","","Y","","Y","Y","","","","","","","",
"464","일반유원시설업","03_07_09_P","5020000","CDFI5271002012000001","20120504","","03","폐업","03","폐업","20200316","","","","","","791030","경상북도 포항시 북구 대흥동 592-2번지","경상북도 포항시 북구 중앙상가1길 6 (대흥동)","37737","포항랜드","20200323183221","U","2020-03-25 02:40:00.0","","412882.473040548","284315.389829765","허가유원시설업","","일반상업지역","1","","","","유기장","1","","","","","","","","","","","","","397.32","2","","Y","","Y","Y","","","","","","","397",
"465","일반유원시설업","03_07_09_P","5020000","CDFI5271002012000002","20120629","","03","폐업","03","폐업","20130501","","","","","","791040","경상북도 포항시 북구 남빈동 580번지","경상북도 포항시 북구 중앙상가1길 7-8 (남빈동)","791040","디스코팡팡","20130501093623","I","2018-08-31 23:59:59.0","","412936.734478761","284339.509447111","허가유원시설업","","일반상업지역","2","기타","","","기타","2","0","","","","","","","","","","","","239.07","","","Y","","Y","Y","","","","","","","239",
"466","일반유원시설업","03_07_09_P","5020000","CDFI5271002012000005","20121004","","03","폐업","03","폐업","20160414","","","","","","791120","경상북도 포항시 북구 항구동 17-129번지","경상북도 포항시 북구 해안로 57-9 (항구동)","791120","포항북부비치랜드","20160414145935","I","2018-08-31 23:59:59.0","","414062.664017077","286290.824382481","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","디스코팡팡","","","","","","","","","","","","",
"467","일반유원시설업","03_07_09_P","5240000","CDFI5271002018000002","20180726","","03","폐업","03","폐업","20180805","","","","0432693650","","","경상북도 봉화군 봉화읍 내성리 506번지","","","(주)지에이치","20180810113853","I","2018-08-31 23:59:59.0","","354609.497811607","377811.979314805","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전검사 대상 1종 2대, 안전검사 비대상 1종 1대","","Y","","","","","","","","","","",
"468","일반유원시설업","03_07_09_P","5240000","CDFI5271002018000003","20180726","","03","폐업","03","폐업","20180805","","","","","","","경상북도 봉화군 봉화읍 내성리 506번지","","","카니발랜드","20180810113930","I","2018-08-31 23:59:59.0","","354609.497811607","377811.979314805","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전검사 대상 2종, 안전검사 비대상 1종","","Y","","","","","","","","","","",
"469","일반유원시설업","03_07_09_P","6520000","CDFI5271002018000004","20180730","","03","폐업","03","폐업","20180828","","","","064-901-2197","","","제주특별자치도 서귀포시 성산읍 고성리 372-1번지","제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64","63641","드르쿰다in성산","20180829154118","I","2018-08-31 23:59:59.0","","192391.226589","-5742.77417146","허가유원시설업","","자연녹지지역","","","","","","","","","","","","","","","","","","","","허가대상 3종","","Y","","","Y","","","","","","","",
"470","일반유원시설업","03_07_09_P","5440000","CDFI5271002016000001","20161005","","03","폐업","03","폐업","20180531","","","","","","","경상남도 하동군 금남면 중평리 796-0번지 0통0반","경상남도 하동군 금남면 경충로 493-37","52351","하동 스윙점프","20180723110307","I","2018-08-31 23:59:59.0","","281504.156155885","165296.131756613","허가유원시설업","","관리지역","","","","","","","","","","","","","","","","","","","","빅스윙 1개소","","","","","","","","","","","","",
"471","일반유원시설업","03_07_09_P","4350000","CDFI5271002007000001","20070711","","03","폐업","03","폐업","20160323","","","","","","215854","강원도 양양군 강현면 주청리 2-25번지","","","낙산랜드","20160323110827","I","2018-08-31 23:59:59.0","","343161.335036651","513915.295017938","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","1617","점핑스마일, 바이킹, 타가다","","Y","N","N","Y","","","","","","","1617",
"472","일반유원시설업","03_07_09_P","4350000","CDFI5271002016000001","20160722","","03","폐업","03","폐업","20180110","","","","","","","강원도 양양군 강현면 주청리 30-3번지","강원도 양양군 강현면 일출로 42 (양양군통합체육회)","25009","낙산랜드","20190721134845","U","2019-07-23 02:40:00.0","","343011.851760563","513821.404084435","허가유원시설업","","보전녹지지역","1","기타","","","","1","","","","","","","","","","","","","","5종(안전성검사대상)","","Y","Y","Y","Y","","","","","","","",
"473","일반유원시설업","03_07_09_P","3450000","CDFI5271002018000001","20180803","","03","폐업","03","폐업","20180826","","","","","","","대구광역시 북구 산격동 1676번지 대구전시컨벤션센터","대구광역시 북구 엑스코로 10, 대구전시컨벤션센터 1층 3호 (산격동)","41515","라이키즈","20180906141655","U","2018-09-06 23:59:59.0","","345549.11017","268620.845678","허가유원시설업","","","5","","","","기타","1","4","","","","","","","","","","","","1186.6","안전성검사대상 3종 3대, 안전성확인검사대상 8종 20대","3","Y","Y","Y","Y","","","","","","","1187",
"474","일반유원시설업","03_07_09_P","3530000","CDFI5271001998000001","19981229","","03","폐업","03","폐업","20091217","","","","032-466-7282","","405250","인천광역시 남동구 장수동 산 322번지","","","인천대공원","20091222185850","I","2018-08-31 23:59:59.0","","","","허가유원시설업","유원시설업","자연녹지지역","1","기타","","","기타","1","","","","","","","","","","","","","266.5","순환열차 2구","","N","N","N","Y","","","","","","","267",
"475","일반유원시설업","03_07_09_P","3530000","CDFI5271002012000001","20121018","","03","폐업","03","폐업","20171114","","","","","","405841","인천광역시 남동구 구월동 1457번지 112호","인천광역시 남동구 성말로 9, 1층 112호 (구월동, 이노프라자)","21573","디스코팡팡","20171114164725","I","2018-08-31 23:59:59.0","","173537.278559075","438225.148497908","허가유원시설업","","상업지역","8","유흥업소밀집지역","","","유기장","6","2","","","","","","","","","","","","161","안전점검대상기구 1종 1대","","","","","","","","","","","","161",
"476","일반유원시설업","03_07_09_P","3530000","CDFI5271002012000002","20121228","","03","폐업","03","폐업","20180611","","","","","","405300","인천광역시 남동구 논현동 680-1번지 소래종합어시장","인천광역시 남동구 소래역로 12, 3층 (논현동, 소래종합어시장)","21673","소래테마파크","20180611105951","I","2018-08-31 23:59:59.0","","176653.982245213","432995.634967439","허가유원시설업","","상업지역","5","기타","","","기타","3","2","","","","","","","","","","","","1758","9종 26대(안전검사대상 기기 1종 1대포함)","9","Y","","","","","","","","","","1758",
"477","일반유원시설업","03_07_09_P","3250000","CDFI5271002020000001","20200527","","03","폐업","03","폐업","20201208","","","","","","","부산광역시 중구 남포동6가 91","부산광역시 중구 비프광장로 18, 지하1층 (남포동6가)","48981","디 월드","20201208181143","U","2020-12-10 02:40:00.0","","384786.897439657","179575.94945685","허가유원시설업","","일반상업지역","","","","","","","1","","","","","","","","","","","","","디스코팡팡1대","","","","","","","","","","","","",
"478","일반유원시설업","03_07_09_P","3330000","CDFI5271002020000001","20200603","","03","폐업","03","폐업","20201012","","","","070-4801-6034","","","부산광역시 해운대구 우동 1413-4 벡스코제2전시장 5B~E호","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 5B~E호 (우동)","48060","상상체험+ 레이싱 키즈월드 4","20201012205810","U","2020-10-14 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상 10종 10대, 안전성검사 비대상 11종 23대","","Y","Y","Y","Y","","","","","","","",
"479","일반유원시설업","03_07_09_P","5410000","CDFI5271002014000001","20140425","","03","폐업","03","폐업","20140512","","","","055-526-1331","","635903","경상남도 창녕군 남지읍 남지리 835-80번지","","","낙동강남지유채마을협동조합","20161226095541","I","2018-08-31 23:59:59.0","","333692.047035096","210447.886948843","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","Y","","","Y","","","","","","","",
"480","일반유원시설업","03_07_09_P","5410000","CDFI5271002015000001","20150408","","03","폐업","03","폐업","20150511","","","","055-526-1331","","635903","경상남도 창녕군 남지읍 남지리 663-7번지","경상남도 창녕군 남지읍 낙동로 483-0","50359","낙동강남지유채마을협동조합","20150811165303","I","2018-08-31 23:59:59.0","","334131.423147499","210948.675845096","허가유원시설업","","자연녹지지역","","","","","","","","","","","","","","","","","","","","1대(1종)","","Y","","","Y","","","","","","","",
"481","일반유원시설업","03_07_09_P","5310000","CDFI5271001971000001","19710928","","03","폐업","03","폐업","20200226","","","","055-746-4431","","660990","경상남도 진주시 판문동 469-3번지","경상남도 진주시 남강로1번길 112-6 (판문동)","52648","진주랜드","20200226135543","U","2020-02-28 02:40:00.0","","294266.202003148","186681.660922264","허가유원시설업","유원시설업","자연녹지지역","2","기타","","","근린생활시설","2","","","","","","","","","","","","","2681.9","공중자전거,회전목마,미니바이킹,매직댄스,미니플라이트 등","20","N","N","N","N","","","","","","","2682",
"482","일반유원시설업","03_07_09_P","5310000","CDFI5271002012000001","20120326","","03","폐업","03","폐업","20151111","","","","","","660160","경상남도 진주시 본성동 1-7번지","경상남도 진주시 진양호로 526, 지하1층 (본성동)","52691","진주목,디스코팡팡","20151111144532","I","2018-08-31 23:59:59.0","","298561.6492657","188667.930595144","허가유원시설업","","일반상업지역","11","기타","","","유기장","10","1","","","","","","","","","","","","560.84","타가다디스코1종","","Y","Y","","Y","","","","","","","561",
"483","일반유원시설업","03_07_09_P","5310000","CDFI5271002017000001","20170804","","03","폐업","03","폐업","20170821","","","","","","","경상남도 진주시 충무공동 8번지","경상남도 진주시 동진로 415 (충무공동, 진주종합경기장)","52830","2017 팡팡 물놀이 페스티벌","20170829152232","I","2018-08-31 23:59:59.0","","303362.985238206","187661.286881162","허가유원시설업","","자연녹지지역","","","","","","","","","","","","","","","","","","","","안전성검사 대상 3종 3대, 안전성검사 비대상 4종 4대","7","Y","Y","Y","Y","","","","","","","",
"484","일반유원시설업","03_07_09_P","5380000","CDFI5271002012000001","20120803","","03","폐업","03","폐업","20120830","","","","070-8277-2687","","626833","경상남도 양산시 원동면 대리 1040-14번지","","","워터 플레이","20120830095226","I","2018-08-31 23:59:59.0","","380365.699506422","216292.690554975","허가유원시설업","","자연녹지지역","","기타","","","","","","","","","","","","","","","","","","11종(안전성검사대상 3종, 안전성검사 비대상 8종)","","Y","Y","Y","Y","","","","","","","",
"485","일반유원시설업","03_07_09_P","5380000","CDFI5271002012000002","20120831","","03","폐업","03","폐업","20120903","","","","070-8277-2687","","626833","경상남도 양산시 원동면 대리 1040-14번지","","","워터 플레이","20121016152048","I","2018-08-31 23:59:59.0","","380365.699506422","216292.690554975","허가유원시설업","","자연녹지지역","","기타","","","","","","","","","","","","","","","","","","11","","Y","Y","Y","Y","","","","","","","",
"486","일반유원시설업","03_07_09_P","5380000","CDFI5271002013000001","20130719","","03","폐업","03","폐업","20130825","","","","051-465-3636","","626833","경상남도 양산시 원동면 대리 1040-1번지 외1필지","","","에덴파크","20130829141508","I","2018-08-31 23:59:59.0","","380136.750273459","216381.890943707","허가유원시설업","","자연녹지지역","","기타","","","","","","","","","","","","","","","","","","12종(검사대상 2종, 비검사대상 10종)","","Y","Y","Y","Y","","","","","","","",
"487","일반유원시설업","03_07_09_P","5380000","CDFI5271002014000001","20140812","","03","폐업","03","폐업","20140831","","","","070-4163-6496","","626833","경상남도 양산시 원동면 대리 1040-14번지","","","워터플레이","20141022100737","I","2018-08-31 23:59:59.0","","380365.699506422","216292.690554975","허가유원시설업","","","","기타","","","","","","","","","","","","","","","","","","안전성검사 대상 6종, 안전성검사 비대상 5종","","Y","","Y","Y","","","","","","","",
"488","일반유원시설업","03_07_09_P","5330000","CDFI5271002014000001","20140808","","03","폐업","03","폐업","20160113","","","","","","650829","경상남도 통영시 광도면 죽림리 1572-7번지","경상남도 통영시 광도면 죽림5로 55-32","650829","야!타!디스코팡팡","20160113175815","I","2018-08-31 23:59:59.0","","329920.301029998","154811.133091588","허가유원시설업","","","","","","","","2","","","","","","","","","","","","","","타가다 디스코 1종","","","","","","","","","","","","",
"489","일반유원시설업","03_07_09_P","5350000","CDFI5271002014000002","20141030","","03","폐업","03","폐업","20141218","","","","02-923-3558","","621310","경상남도 김해시 수가동 1333번지","경상남도 김해시 가락대로 929-1 (수가동)","621310","필에이젠시","20150112135105","I","2018-08-31 23:59:59.0","","370436.062202048","185610.241546178","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","1종(범퍼보트) 6대","","","","","","","","","","","","",
"490","일반유원시설업","03_07_09_P","5350000","CDFI5271002016000001","20160310","","03","폐업","03","폐업","20171010","","","","051-253-6666","","","경상남도 김해시 수가동 1333번지","경상남도 김해시 가락대로 929-1 (수가동)","51021","필에이젠시","20171212173314","I","2018-08-31 23:59:59.0","","370436.062202048","185610.241546178","허가유원시설업","","일반상업지역","","기타","","","","","","","","","","","","","","","","","","2(미니바이킹, 범버보트)","","Y","Y","Y","Y","","","","","","","",
"491","일반유원시설업","03_07_09_P","5350000","CDFI5271002017000001","20170609","","03","폐업","03","폐업","20190123","","","","","","","경상남도 김해시 수가동 1026번지","","","(주)투비컴","20190123165831","U","2019-01-25 02:40:00.0","","370361.092675524","185995.403027582","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","검사대상 유기기구(워터슬라이드) 1종, 비검사대상 유기기구(워터에어바운스) 1종","","","","","","","","","","","","",
"492","일반유원시설업","03_07_09_P","5350000","CDFI5271002018000001","20180604","","03","폐업","03","폐업","20190123","","","","070-4216-0809","","","경상남도 김해시 수가동 1333번지","경상남도 김해시 가락대로 929-1 (수가동)","51021","(주)이이비네트웍스","20190123165544","U","2019-01-25 02:40:00.0","","370436.062202048","185610.241546178","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","1종","","Y","","Y","Y","","","","","","","",
"493","일반유원시설업","03_07_09_P","4340000","CDFI5271002014000001","20141106","","03","폐업","03","폐업","20170430","","","","033-639-8444","","219832","강원도 고성군 토성면 원암리 산 95-2번지","강원도 고성군 토성면 미시령옛길 1153","24768","(주)대명레저산업 설악지점","20170531180839","I","2018-08-31 23:59:59.0","","331061.750260944","524088.163099863","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","1대(미니기차)","","","","","","","","","","","","",
"494","일반유원시설업","03_07_09_P","4330000","CDFI5271002017000001","20170120","","03","폐업","03","폐업","20170131","","","","033-460-8900","","","강원도 인제군 인제읍 남북리 388번지","강원도 인제군 인제읍 비봉로44번길 100 (하늘내린센터)","24624","인제군문화재단","20170403184413","I","2018-08-31 23:59:59.0","","302196.861611531","507078.279113911","허가유원시설업","","","1","","","","","1","","","","","","","","","","","","","84","놀이형 에어바운스 1기","1","Y","Y","Y","","","","","","","","84",
"495","일반유원시설업","03_07_09_P","4340000","CDFI5271002016000001","20160920","","03","폐업","03","폐업","20181112","","","","033-693-8444","","","강원도 고성군 토성면 원암리 403-1번지 델피노골프&리조트","강원도 고성군 토성면 미시령옛길 1153","24768","(주)대명호텔앤리조트 설악지점","20181204145531","U","2018-12-06 02:40:00.0","","330773.968639765","524312.561018695","허가유원시설업","","","","","","","","","","","","","","","","","","","","","33","1종(회전컵)","","Y","","Y","Y","","","","","","","33",
"496","일반유원시설업","03_07_09_P","4290000","CDFI5271002013000001","20130426","","03","폐업","03","폐업","20181030","","","","033-590-7449","","233908","강원도 정선군 사북읍 사북리 424번지","강원도 정선군 사북읍 하이원길 265","26154","(주)강원랜드수영장","20181107181218","U","2018-11-09 02:36:18.0","","361518.513221216","413851.267613502","허가유원시설업","","관리지역","22","기타","","","숙박시설","","","","","","","","","","","","","","1802.04","2종(바디슬라이드, 튜브슬라이드)","","Y","Y","Y","Y","","","","","","","1802",
"497","일반유원시설업","03_07_09_P","4210000","CDFI5271001998000001","19980723","","03","폐업","03","폐업","20100709","","","","","","240080","강원도 동해시 망상동 393-31번지","강원도 동해시 동해대로 6270-43 (망상동)","240080","망상해변랜드","20111030142337","I","2018-08-31 23:59:59.0","","384304.17768302","456714.690785009","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"498","일반유원시설업","03_07_09_P","5530000","CDFI5271002015000001","20150703","","03","폐업","03","폐업","20150901","","","","03180595266","","445929","경기도 화성시 향남읍 도이리 산 31-6","경기도 화성시 향남읍 향남로 470","18588","(주)클린화성","20160715155941","I","2020-08-05 00:23:26.0","","193278.32444200000","404282.30602000000","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사 대상 1종 및 안전성검사 비대상 4종","","Y","Y","Y","Y","","","","","","","",
"499","일반유원시설업","03_07_09_P","5530000","CDFI5271002018000001","20180525","","03","폐업","03","폐업","20180604","","","","031-225-0139","","","경기도 화성시 서신면 전곡리 1076","경기도 화성시 서신면 전곡항로 5","18554","(주)아이캔컴퍼니","20180703173411","I","2020-08-05 00:23:26.0","","168941.462418502","409396.128585369","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"500","일반유원시설업","03_07_09_P","4170000","CDFI5271002018000003","20180801","","03","폐업","03","폐업","20190906","","","","","","","경기도 양평군 개군면 공세리 389-7번지 대명양평콘도미니엄","경기도 양평군 개군면 신내길7번길 55, 대명양평콘도미니엄","12566","키즈클럽(대명래저산업양평지점)","20190909133330","U","2019-09-11 02:40:00.0","","247062.604055608","440894.530372369","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","슈퍼빅슬라이드 1, 미니수중모험놀이 1, 미니워터에어바운스 1","","Y","","Y","Y","","","","","","","",
