"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"2360","유원시설업(기타)","03_07_08_P","3720000","CDFI5272002018000005","20181015","","03","폐업","03","폐업","20200908","","","","052-292-6024","","","울산광역시 북구 매곡동 528-3","울산광역시 북구 매곡1로 15-1, 프리머스상가 3층 (매곡동)","44220","해피아이","20200908172914","U","2020-09-10 02:40:00.0","","413088.417738919","240605.479174258","신고유원시설업","","","","","","","","","","","","","","","","","","","","","236.37","","","","","","","","","","","","","236",
"2361","유원시설업(기타)","03_07_08_P","3070000","CDFI5272002018000005","20181030","","03","폐업","03","폐업","20200402","","","","","","","서울특별시 성북구 정릉동 239-1번지 정릉풍림아이원 상가2동 202호","서울특별시 성북구 솔샘로 116, 정릉풍림아이원 상가2동 202호 (정릉동)","02712","써니키즈 키즈카페","20200402155945","U","2020-04-04 02:40:00.0","","200754.371445868","457195.351141049","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","허병삼 과장님","1","","","","","","","","","","","",
"2362","유원시설업(기타)","03_07_08_P","4090000","CDFI5272002018000010","20181030","","03","폐업","03","폐업","20220411","","","","","","","경기도 김포시 구래동 6882-4 두원타워","경기도 김포시 김포한강9로75번길 180, 8층 807,808호 (구래동, 두원타워)","10071","짱오락실","20220411175629","U","2022-04-13 02:40:00.0","","166791.281614547","460351.298369391","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2363","유원시설업(기타)","03_07_08_P","3590000","CDFI5272002018000003","20181005","","03","폐업","03","폐업","20200828","","","","","","","광주광역시 동구 충장로1가 2-5","광주광역시 동구 충장로 99, 1,2층 (충장로1가)","61482","아이존팝 광주충장로점","20200831094239","U","2020-09-02 02:40:00.0","","192440.159578","183156.331903","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"2364","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002016000003","20160701","","03","폐업","03","폐업","20160831","","","","043-717-2811","","","충청북도 청주시 흥덕구 비하동 811번지","충청북도 청주시 흥덕구 2순환로 1004 (비하동, 롯데아울렛 청주점)","28360","페달보트 놀이터","20160831165228","I","2018-10-04 11:12:49.0","","237628.527551","349407.675724","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2365","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002010000001","20100705","","03","폐업","03","폐업","20100721","","","","","","361804","충청북도 청주시 서원구 개신동 279-11번지","충청북도 청주시 서원구 성봉로 214 (개신동)","361804","(주)컴뮤니케션 직지워터랜드","20131220140016","I","2018-10-04 11:12:49.0","","240178.904799","347105.78035","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","",
"2366","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002011000001","20110722","","03","폐업","03","폐업","20110916","","","","231-5512","","361810","충청북도 청주시 흥덕구 복대동 288-56번지","충청북도 청주시 흥덕구 대농로 45  (복대동)","","황금직지랜드","20110916181019","I","2018-10-04 11:12:49.0","","238218.489745","349327.585216","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2367","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002012000001","20120106","","03","폐업","03","폐업","20130422","","","","","","361802","충청북도 청주시 흥덕구 가경동 1457-1번지 상우빌딩 4층호","충청북도 청주시 흥덕구 2순환로1261번길 26 (가경동)","361802","청주사상놀이랜드","20130422145538","I","2018-10-04 11:12:49.0","","238681.378051","347090.29799","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2368","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002012000002","20120820","","03","폐업","03","폐업","20120910","","","","900-0812","","361202","충청북도 청주시 서원구 미평동 138-0번지","충청북도 청주시 흥덕구 청남로 1887-9 (미평동)","361202","알파트랙","20120910150709","I","2018-10-04 11:12:49.0","","242530.028488","344737.580179","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"2369","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002013000001","20130731","","03","폐업","03","폐업","20130825","","","","","","361202","충청북도 청주시 서원구 미평동 138-0번지","충청북도 청주시 서원구 청남로1887번길 9 (미평동)","","아이후 키즈랜드","20140812092439","I","2018-10-04 11:12:49.0","","242530.028488","344737.580179","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"2370","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002015000002","20150107","","03","폐업","03","폐업","20200506","","","","216-6767","","363885","충청북도 청주시 청원구 오창읍 각리 640-2번지","충청북도 청주시 청원구 오창읍 과학산업3로 210-6","28125","방방빌리지","20200506140906","U","2020-05-08 02:40:00.0","","238298.478465","356326.347631","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2371","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002015000003","20150115","","03","폐업","03","폐업","20201224","","","","","","362805","충청북도 청주시 서원구 개신동 624 5층","충청북도 청주시 서원구 경신로 31-1, 5층 (개신동)","28608","플라잉덕","20201231131944","U","2021-01-02 02:40:00.0","","239768.549035","346698.725182","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2372","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002015000004","20150129","","03","폐업","03","폐업","20200221","","","","043-215-7377","","363220","충청북도 청주시 청원구 사천동 439-4번지 3층","충청북도 청주시 청원구 새터로176번길 10, 3층 (사천동)","28341","키즈플레이","20200224084925","U","2020-02-26 02:40:00.0","","242216.536521","351432.229023","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2373","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002015000006","20151223","","03","폐업","03","폐업","20181128","","","","043-284-0099","","","충청북도 청주시 서원구 분평동 1385번지 3층","충청북도 청주시 서원구 1순환로 1105, 3층 (분평동)","28799","점프홀릭파크","20181129130429","U","2018-12-01 02:40:00.0","","243693.765348","345162.08051","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","",
"2374","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002016000002","20160405","","03","폐업","03","폐업","20171231","","","","043-217-7090","","","충청북도 청주시 청원구 오창읍 양청리 820번지 2층","충청북도 청주시 청원구 오창읍 중심상업1로 8-11, 2층","28120","상상노리 홈플러스 오창점","20180126141959","I","2018-10-04 11:12:49.0","","238188.127636","356944.128244","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2375","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002016000004","20160701","","03","폐업","03","폐업","20170810","","","","070-4346-3360","","","충청북도 청주시 흥덕구 복대동 3380번지","충청북도 청주시 흥덕구 직지대로 308, 6층 (복대동, 현대백화점)","28424","(주)뽀로로파크 키즈카페 청주점","20170907172149","I","2018-10-04 11:12:49.0","","238047.286715","349368.880808","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2376","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002016000005","20160713","","03","폐업","03","폐업","20180205","","","","07088302016","","","충청북도 청주시 서원구 사창동 156-7번지 4층","충청북도 청주시 서원구 1순환로 666, 4층 (사창동)","28642","홈런짱","20181224135747","U","2018-12-26 02:40:00.0","","241073.603621","348202.590022","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2377","유원시설업(기타)","03_07_08_P","4670000","CDFI5272002018000003","20181010","","03","폐업","03","폐업","20181112","","","","070-8811-4803","","","전라북도 군산시 조촌동 450-21번지 롯데몰 군산점","전라북도 군산시 조촌로 130, 롯데몰 군산점 4층 (조촌동)","54072","IM커뮤니케이션","20181119135029","U","2018-11-21 02:36:16.0","","176350.514565","275158.603826","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"2378","유원시설업(기타)","03_07_08_P","5370000","CDFI5272002018000003","20181018","","03","폐업","03","폐업","20220218","","","","055-635-3995","","","경상남도 거제시 상동동 931-19","경상남도 거제시 상동5길 117-40, 210호 (상동동)","53295","상동키즈랜드","20220221083632","U","2022-02-23 02:40:00.0","","349279.324464924","152517.896880671","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2379","유원시설업(기타)","03_07_08_P","3920000","CDFI5272002018000003","20181018","","03","폐업","03","폐업","20201111","","","","070-4156-5567","","483020","경기도 동두천시 지행동 695-2","경기도 동두천시 지행로 63-0, 5층 501호 (지행동)","483020","팡스팡스","20201112105031","U","2020-11-14 02:40:00.0","","204701.041479824","487782.09307391","신고유원시설업","","일반상업지역","","기타","","","근린생활시설","5","","","","","","","","","","","","","46.1","붕붕뜀틀 3대","","","","","","","","","","","","46",
"2380","유원시설업(기타)","03_07_08_P","3670000","CDFI5272002018000008","20180727","","03","폐업","03","폐업","","","","","","","","대전광역시 유성구 상대동 482-1번지","","","2018유성구 어린이 물놀이장","20191205110407","U","2019-12-07 02:40:00.0","","230452.992354","315763.363695","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2381","유원시설업(기타)","03_07_08_P","3670000","CDFI5272002018000009","20180727","","03","폐업","03","폐업","","","","","","","","대전광역시 유성구 관평동 771번지","대전광역시 유성구 테크노중앙로 88 (관평동)","34030","2018 유성구 어린이 물놀이장","20181026112328","U","2018-10-28 02:36:17.0","","235338.927634","324952.701733","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2382","유원시설업(기타)","03_07_08_P","4040000","CDFI5272002018000004","20181022","","03","폐업","03","폐업","20220613","","","","031-8028-6964","","","경기도 하남시 망월동 962-1 송하빌딩","경기도 하남시 미사강변대로226번길 9, 송하빌딩 (망월동)","12909","리틀비틀","20220712085845","U","2022-07-14 02:40:00.0","","216215.398866762","451983.969097848","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","",
"2383","유원시설업(기타)","03_07_08_P","4010000","CDFI5272002018000007","20180830","","03","폐업","03","폐업","20180903","","","","","","","경기도 시흥시 정왕동 2653번지 경기도 시흥시 정왕동 시화 MTV 거북섬","경기도 시흥시 시화벤처로 212 (정왕동)","15118","튼튼어린이 체육교실","20190110100608","U","2019-01-12 02:40:00.0","","173593.430631461","424612.283450885","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2384","유원시설업(기타)","03_07_08_P","4450000","CDFI5272002018000003","20181017","","03","폐업","03","폐업","20190531","","","","043-535-1601","","","충청북도 진천군 진천읍 벽암리 569번지 진천터미널","충청북도 진천군 진천읍 중앙북1길 3, 진천터미널 2층","27831","피그라운드 제이제이","20190618151226","U","2019-06-20 02:40:00.0","","239060.252487","373252.190147","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2385","유원시설업(기타)","03_07_08_P","4980000","CDFI5272002018000003","20181019","","03","폐업","03","폐업","20181029","","","","","","","전라남도 장성군 장성읍 기산리 57-1번지","","","유임곤(2018 황룡강 노란꽃잔치  미니기차, 미니에어바운스)","20181029162245","U","2018-10-31 02:36:13.0","","179678.827856","200757.736544","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2386","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002017000017","20170720","","03","폐업","03","폐업","20200715","","","","043-288-8117","","","충청북도 청주시 상당구 용암동 2560 3층","충청북도 청주시 상당구 용암북로120번길 31-1, 3층 (용암동)","28763","점프조아","20210407092337","U","2021-04-09 02:40:00.0","","245764.989531","346596.791244","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2387","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002017000018","20170725","","03","폐업","03","폐업","20170820","","","","","","","충청북도 청주시 청원구 오창읍 양청리 753번지","충청북도 청주시 청원구 오창읍 오창공원로 311","28120","웰컴기획(오창문화휴식공원)","20170823171428","I","2018-10-04 11:12:49.0","","237938.337217","357135.219466","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2388","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002017000019","20170725","","03","폐업","03","폐업","20170820","","","","","","","충청북도 청주시 서원구 분평동 1363번지","","","웰컴기획(원마루공원)","20170823171653","I","2018-10-04 11:12:49.0","","244101.272458","345181.120957","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2389","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002017000020","20170727","","03","폐업","03","폐업","20170820","","","","","","","충청북도 청주시 상당구 용암동 2102번지","","","(주)프롬에이스","20170823171502","I","2018-10-04 11:12:49.0","","245289.429069","345900.86828","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2390","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002017000021","20170727","","03","폐업","03","폐업","20170820","","","","","","","충청북도 청주시 흥덕구 문암동 188-8번지","","","(주)맥스커뮤니케이션","20170823171620","I","2018-10-04 11:12:49.0","","240077.890878","352666.51677","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2391","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002017000022","20170728","","03","폐업","03","폐업","20170820","","","","","","","충청북도 청주시 흥덕구 복대동 288-71번지","충청북도 청주시 흥덕구 대농로 99 (복대동)","28425","(주)일신전기","20170823171539","I","2018-10-04 11:12:49.0","","238716","349247","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2392","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002017000023","20170728","","03","폐업","03","폐업","20200930","","","","043-232-2343","","","충청북도 청주시 흥덕구 가경동 1516 상가동 B-1호","충청북도 청주시 흥덕구 장구봉로 68, 상가동 B-1호 (가경동)","28408","플레이앤파티","20201027173026","U","2020-10-29 02:40:00.0","","239457.595496","346890.757411","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2393","유원시설업(기타)","03_07_08_P","5710000","CDFI5272002018000002","20180109","","03","폐업","03","폐업","20181015","","","","","","","충청북도 청주시 청원구 오창읍 양청리 820번지 2층","충청북도 청주시 청원구 오창읍 중심상업1로 8-11, 2층","28120","맥스라이더 오창점","20181029102303","U","2018-10-31 02:36:13.0","","238188.127636","356944.128244","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2394","유원시설업(기타)","03_07_08_P","3220000","CDFI5272002022000003","20220721","","03","폐업","03","폐업","20220913","","","","02-3430-8533","","","서울특별시 강남구 삼성동 159 코엑스인터콘티넨탈서울","서울특별시 강남구 봉은사로 524, 코엑스인터콘티넨탈서울 3층층 (삼성동)","06164","인터컨티넨탈 서울 코엑스(파르나스호텔 주식회사)","20220921103435","U","2022-09-23 02:40:00.0","","205130.591678902","445590.096837802","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"2395","유원시설업(기타)","03_07_08_P","5230000","CDFI5272002022000001","20220726","","03","폐업","03","폐업","20220821","","","","054-650-6424","","","경상북도 예천군 예천읍 남본리 310-1","","","예천군 한천 어린이 물놀이장","20220919155612","U","2022-09-21 02:40:00.0","","329688.086355091","350983.160765143","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"2396","유원시설업(기타)","03_07_08_P","4270000","CDFI5272002022000001","20220726","","03","폐업","03","폐업","20220731","","","","","","","강원도 영월군 영월읍 하송리 61-9","","","동강뗏목축제 물놀이장","20220817131357","U","2022-08-19 02:40:00.0","","330403.933461749","409622.051411551","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2397","유원시설업(기타)","03_07_08_P","3410000","CDFI5272002022000002","20220721","","03","폐업","03","폐업","20220815","","","","053-603-1001","","","대구광역시 중구 대봉동 655-1","대구광역시 중구 신천서쪽자전거길 249 (대봉동)","41953","대구시설공단","20220908161641","U","2022-09-10 02:40:00.0","","345144.121523","263145.386419","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"2398","유원시설업(기타)","03_07_08_P","3990000","CDFI5272002022000005","20220721","","03","폐업","03","폐업","20220806","","","","031-245-5100","","","경기도 수원시 팔달구 교동 142-20","경기도 수원시 팔달구 매산로116번길 18, 3층 (교동)","16464","사단법인 탑교육문화원","20220818174814","U","2022-08-20 02:40:00.0","","201131.707177722","418721.576288345","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2399","유원시설업(기타)","03_07_08_P","3470000","CDFI5272002022000001","20220719","","03","폐업","03","폐업","20220826","","","","053-667-2000","","","대구광역시 달서구 두류동 706-3","대구광역시 달서구 당산로 176 (두류동)","42650","市 신청사 예정지 물놀이장","20220922091543","U","2022-09-24 02:40:00.0","","339976.179739","262196.638868","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"2400","유원시설업(기타)","03_07_08_P","3650000","CDFI5272002022000001","20220729","","03","폐업","03","폐업","20220807","","","","","","","대전광역시 중구 중촌동 253-2","","","중촌근린공원 어린이 물놀이장","20220818090813","U","2022-08-20 02:40:00.0","","236255.124159","315759.681786","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2401","유원시설업(기타)","03_07_08_P","5080000","CDFI5272002022000003","20220729","","03","폐업","03","폐업","20220829","","","","053-782-5898","","","경상북도 구미시 양호동 614-1","경상북도 구미시 낙동제방길 200 (양호동)","39193","낙동강체육공원물놀이장","20220922095028","U","2022-09-24 02:40:00.0","","323612.172867005","293687.146861719","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2402","유원시설업(기타)","03_07_08_P","4090000","CDFI5272002022000005","20220729","","03","폐업","03","폐업","20220731","","","","","","","경기도 김포시 고촌읍 전호리 778 아라 김포여객터미널","경기도 김포시 고촌읍 아라육로270번길 74, 아라 김포여객터미널","10135","2022 김포 아라마린페스티벌","20220816153310","U","2022-08-18 02:40:00.0","","181122.084425966","455077.506858445","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2403","유원시설업(기타)","03_07_08_P","3940000","CDFI5272002022000003","20220701","","03","폐업","03","폐업","20220816","","","","","","","경기도 고양시 일산서구 대화동 2600 킨텍스","경기도 고양시 일산서구 킨텍스로 217-60, 2홀 킨텍스제1전시장 (대화동)","10390","엉덩이탐정 플레이파크 시즌2","20220822193314","U","2022-08-24 02:40:00.0","","177370.820174218","462947.515785368","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","144","확인검사대상 3종 7대","0","","","","","","","0","","","","144",
"2404","유원시설업(기타)","03_07_08_P","5480000","CDFI5272002022000001","20220729","","03","폐업","03","폐업","20220820","","","","","","","경상남도 합천군 대양면 정양리 613-2","경상남도 합천군 대양면 동부로 39-19","50239","드림 이벤트","20220822161231","U","2022-08-24 02:40:00.0","","","","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2405","유원시설업(기타)","03_07_08_P","4020000","CDFI5272002022000001","20220711","","03","폐업","03","폐업","20220816","","","","","","","경기도 군포시 산본동 80-3","경기도 군포시 고산로724번길 16 (산본동)","15806","군포시 노루목어린이공원 물놀이장","20220816095336","U","2022-08-18 02:40:00.0","","194453.595424646","430103.867346275","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2406","유원시설업(기타)","03_07_08_P","3730000","CDFI5272002022000001","20220715","","03","폐업","03","폐업","20220816","","","","","","","울산광역시 울주군 서생면 진하리 진하해수욕장 깨목천 옆","","","제이에스클린환경","20220825093231","U","2022-08-27 02:40:00.0","","","","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","1종 2대","0","","","","","","","0","","","","0",
"2407","유원시설업(기타)","03_07_08_P","4440000","CDFI5272002022000001","20220715","","03","폐업","03","폐업","20220816","","","","","","","충청북도 청주시 서원구 사직동 238-27","충청북도 청주시 서원구 사북로 39-1 (사직동)","28548","(주)라온플러스","20220817090257","U","2022-08-19 02:40:00.0","","242479.10197","349227.467496","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","3","","","","","","","0","","","","0",
"2408","유원시설업(기타)","03_07_08_P","3740000","CDFI5272002022000003","20220715","","03","폐업","03","폐업","20220816","","","","","","","경기도 수원시 팔달구 매산로1가 18 AK플라자","경기도 수원시 팔달구 덕영대로 924, AK플라자 7층 (매산로1가)","16622","아이스크림홈런키즈워터파크","20220818165521","U","2022-08-20 02:40:00.0","","199920.315059193","418246.163173145","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","3종 12대(미니워터에어바운스1·2, 페달보트 10대)","0","","","","","","","0","","","","0",
"2409","유원시설업(기타)","03_07_08_P","5070000","CDFI5272002022000001","20220714","","03","폐업","03","폐업","20220915","","","","054-840-5108","","","경상북도 안동시 정하동 635","경상북도 안동시 공단로 171-10 (정하동)","36744","강변시민공원 어린이물놀이장 에어바운스","20220901094525","U","2022-09-03 02:40:00.0","","354547.668991911","340728.247203575","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2410","유원시설업(기타)","03_07_08_P","5680000","CDFI5272002022000003","20220715","","03","폐업","03","폐업","20220717","","","","","","","충청남도 당진시 합덕읍 합덕리 304-3 합덕수리민속박물관","충청남도 당진시 합덕읍 덕평로 379-9","31812","합덕제연호문화축제","20220802143555","U","2022-08-04 02:40:00.0","","180676.050156","365799.651913","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2411","유원시설업(기타)","03_07_08_P","3090000","CDFI5272002022000002","20220715","","03","폐업","03","폐업","20220815","","","","02-2091-3624","","","서울특별시 도봉구 도봉동 628 성균관대학교종합운동장","서울특별시 도봉구 도봉로168길 30, 성균관대학교종합운동장 (도봉동)","01321","도봉구 야외 물놀이장","20220826083229","U","2022-08-28 02:40:00.0","","204154.244756969","464025.980159844","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"2412","유원시설업(기타)","03_07_08_P","5070000","CDFI5272002022000002","20220812","","03","폐업","03","폐업","20220816","","","","054-840-3432","","","경상북도 안동시 운흥동 300","경상북도 안동시 육사로 218-12 (운흥동)","36709","안동썸머페스티벌","20220901094232","U","2022-09-03 02:40:00.0","","354937.709983923","341107.128670008","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2413","유원시설업(기타)","03_07_08_P","3370000","CDFI5272002022000001","20220802","","03","폐업","03","폐업","20220804","","","","","","","부산광역시 연제구 연산동 411-1 부산경상대학교 애견놀이터","부산광역시 연제구 고분로 181, 부산경상대학교 애견놀이터 (연산동)","47558","연제구 물놀이장","20220824123434","U","2022-08-26 02:40:00.0","","391406.849797679","189454.832967131","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2414","유원시설업(기타)","03_07_08_P","5430000","CDFI5272002022000001","20220812","","03","폐업","03","폐업","20220823","","","","","","","경상남도 남해군 고현면 차면리 841","경상남도 남해군 고현면 남해대로 3843","52404","동림기업","20220823163844","U","2022-08-25 02:40:00.0","","","","신고유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2415","유원시설업(기타)","03_07_08_P","3620000","CDFI5272002017000004","20170609","","03","폐업","03","폐업","20210309","","","","5725009","","","광주광역시 북구 양산동 1028","광주광역시 북구 연양로105번길 32 (양산동)","61072","차카차카패밀리카페","20210406153845","U","2021-04-08 02:40:00.0","","189021.404448","189992.359696","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2416","유원시설업(기타)","03_07_08_P","4000000","CDFI5272002016000001","20160729","","03","폐업","03","폐업","","","","","","","","경기도 오산시 오산동 915번지","경기도 오산시 성호대로 141 (오산동, 오산시청)","18132","앤써이벤트기획","20160927110004","I","2018-08-31 23:59:59.0","","206813.806632248","405344.98391875","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2417","유원시설업(기타)","03_07_08_P","4400000","CDFI5272002017000001","20170309","","03","폐업","03","폐업","20190216","","","","043-647-3355","","","충청북도 제천시 중앙로2가 29-2 6층","충청북도 제천시 의림대로 123 (중앙로2가)","27169","킹콩점프","20201209174149","U","2020-12-11 02:40:00.0","","307488.297151","404789.28491","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"2418","유원시설업(기타)","03_07_08_P","5690000","CDFI5272002014000001","20141209","","03","폐업","03","폐업","20150817","","","","867-3690","","339883","세종특별자치시 조치원읍 원리 15-16번지","세종특별자치시 조치원읍 조치원3길 11, 지하1층","30024","리틀인디안 실내놀이터","20150820103103","I","2018-08-31 23:59:59.0","","226675.012937772","344563.885966679","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"2419","유원시설업(기타)","03_07_08_P","5690000","CDFI5272002016000004","20160909","","03","폐업","03","폐업","20210712","","","","","","","세종특별자치시 조치원읍 침산리 254-4","세종특별자치시 조치원읍 행복5길 31-3","30021","리틀인디안","20210714111804","U","2021-07-16 02:40:00.0","","226152.524559191","344951.110105774","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2420","유원시설업(기타)","03_07_08_P","5690000","CDFI5272002017000002","20171220","","03","폐업","03","폐업","20190222","","","","","","","세종특별자치시 어진동 503번지 홈플러스 세종점 12호","세종특별자치시 절재로 154, 홈플러스 세종점 1층 12호 (어진동)","30102","원더포디","20190222102158","U","2019-02-24 02:40:00.0","","223118.17941601","334063.124365711","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",
"2421","유원시설업(기타)","03_07_08_P","5690000","CDFI5272002015000004","20150402","","03","폐업","03","폐업","20190510","","","","044-867-0061","","339014","세종특별자치시 한솔동 939번지","세종특별자치시 노을3로 14 (한솔동)","30130","키즈카페","20190511075514","U","2019-05-14 02:40:00.0","","223064.156662358","331186.826559871","신고유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
